store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date,forecasted_daily_demand,sku_name,category,subcategory,brand,unit_price,cost_price,store_name,city,store_type,forecast_7d_demand,forecast_14d_demand,forecast_30d_demand,days_of_supply,days_since_last_restock,inventory_value_cost,inventory_value_retail,risk_status,risk_priority,risk_reason,recommended_action,is_gt_stockout,is_gt_slowmover
ST27,SKU04215,68,21,5,2025-07-25T00:00:00.000,0.1,SoftTouch Frozen Meat Family Pack,Frozen Foods,Frozen Meat,SoftTouch,508.26,384.81,Rawalpindi Supermarket #27,Rawalpindi,Supermarket,0.7000000000000001,1.4000000000000001,3.0,680.0,159,26167.08,34561.68,CRITICAL_OVERSTOCK,4,Excess stock (68 units = 680 days supply); stale restock (159 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST01,SKU03031,98,32,16,2025-08-30T00:00:00.000,1.8811942447156045,PureLife Chocolates Large,Snacks & Confectionery,Chocolates,PureLife,175.91,113.9,Quetta Convenience Store #01,Quetta,Convenience Store,13.168359713009231,26.336719426018462,56.43582734146813,52.09456720128094,123,11162.2,17239.18,HIGH_OVERSTOCK,5,Excess inventory (52 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST29,SKU00649,189,38,11,2025-08-13T00:00:00.000,1.8753123918032488,DailyBest Bread Medium,Dairy & Bakery,Bread,DailyBest,330.24,256.82,Karachi Hypermarket #29,Karachi,Hypermarket,13.127186742622742,26.254373485245484,56.259371754097465,100.78320861425269,140,48538.979999999996,62415.36,HIGH_OVERSTOCK,5,Excess inventory (101 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST15,SKU02700,426,71,31,2025-06-23T00:00:00.000,0.1,DailyBest Hair Care 500ml,Personal Care,Hair Care,DailyBest,340.42,212.44,Islamabad Convenience Store #15,Islamabad,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,4260.0,191,90499.44,145018.92,CRITICAL_OVERSTOCK,4,Excess stock (426 units = 4260 days supply); stale restock (191 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST06,SKU00894,146,43,9,2025-08-17T00:00:00.000,0.1,GoldenHarvest Bath & Body 1kg,Personal Care,Bath & Body,GoldenHarvest,353.19,211.96,Sukkur Hypermarket #06,Sukkur,Hypermarket,0.7000000000000001,1.4000000000000001,3.0,1460.0,136,30946.16,51565.74,CRITICAL_OVERSTOCK,4,Excess stock (146 units = 1460 days supply); stale restock (136 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST28,SKU04854,424,90,21,2025-07-09T00:00:00.000,1.8816654718800827,SparkleClean Batteries Pack of 12,Electronics & Accessories,Batteries,SparkleClean,1401.83,1096.57,Karachi Supermarket #28,Karachi,Supermarket,13.171658303160578,26.343316606321157,56.44996415640248,225.3322954246254,175,464945.68,594375.9199999999,CRITICAL_OVERSTOCK,4,Excess stock (424 units = 225 days supply); stale restock (175 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST28,SKU02639,262,62,21,2025-06-27T00:00:00.000,0.1,SoftTouch Sugar & Salt 500g,Grocery,Sugar & Salt,SoftTouch,166.16,99.59,Karachi Supermarket #28,Karachi,Supermarket,0.7000000000000001,1.4000000000000001,3.0,2620.0,187,26092.58,43533.92,CRITICAL_OVERSTOCK,4,Excess stock (262 units = 2620 days supply); stale restock (187 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST10,SKU04019,259,46,19,2025-07-31T00:00:00.000,0.1,NatureBlend Ice Cream Family Pack,Frozen Foods,Ice Cream,NatureBlend,496.8,275.89,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,2590.0,153,71455.51,128671.2,CRITICAL_OVERSTOCK,4,Excess stock (259 units = 2590 days supply); stale restock (153 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST29,SKU04032,0,53,18,2025-09-27T00:00:00.000,1.8647876873997853,SunriseFoods Hair Care Pack of 12,Personal Care,Hair Care,SunriseFoods,203.7,144.36,Karachi Hypermarket #29,Karachi,Hypermarket,13.053513811798497,26.107027623596995,55.943630621993556,0.0,95,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST22,SKU03090,210,51,20,2025-07-06T00:00:00.000,1.849249600529593,FreshFarm Cooking Oil Medium,Grocery,Cooking Oil,FreshFarm,140.89,80.53,Islamabad Hypermarket #22,Islamabad,Hypermarket,12.944747203707152,25.889494407414304,55.47748801588779,113.5595757002514,178,16911.3,29586.899999999998,HIGH_OVERSTOCK,5,Excess inventory (114 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST17,SKU00531,0,56,20,2025-10-01T00:00:00.000,1.898749285165154,FamilyChoice Mobile Accessories Large,Electronics & Accessories,Mobile Accessories,FamilyChoice,2949.96,1920.98,Faisalabad Supermarket #17,Faisalabad,Supermarket,13.291244996156077,26.582489992312155,56.96247855495462,0.0,91,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST03,SKU04797,221,39,12,2025-05-17T00:00:00.000,1.8798979462629979,BasicNeeds Bath & Body 2L,Personal Care,Bath & Body,BasicNeeds,297.66,203.57,Sialkot Supermarket #03,Sialkot,Supermarket,13.159285623840985,26.31857124768197,56.39693838788994,117.55957308178371,228,44988.97,65782.86,HIGH_OVERSTOCK,5,Excess inventory (118 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST20,SKU04212,123,37,17,2025-06-17T00:00:00.000,1.8811942447156045,GoldenHarvest Footwear 2L,Apparel & Footwear,Footwear,GoldenHarvest,1540.6,1094.51,Multan Hypermarket #20,Multan,Hypermarket,13.168359713009231,26.336719426018462,56.43582734146813,65.38399760977097,197,134624.73,189493.8,HIGH_OVERSTOCK,5,Excess inventory (65 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST25,SKU00355,178,45,9,2025-05-22T00:00:00.000,1.8811942447156045,SoftTouch Bread 500g,Dairy & Bakery,Bread,SoftTouch,144.21,94.23,Quetta Convenience Store #25,Quetta,Convenience Store,13.168359713009231,26.336719426018462,56.43582734146813,94.62074450844905,223,16772.940000000002,25669.38,HIGH_OVERSTOCK,5,Excess inventory (95 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST11,SKU04392,275,46,20,2025-08-20T00:00:00.000,1.8798979462629979,PremiumSelect First Aid 250ml,Health & Wellness,First Aid,PremiumSelect,1055.39,771.85,Islamabad Supermarket #11,Islamabad,Supermarket,13.159285623840985,26.31857124768197,56.39693838788994,146.2845366402286,133,212258.75,290232.25,CRITICAL_OVERSTOCK,4,Excess stock (275 units = 146 days supply); stale restock (133 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST16,SKU00535,528,93,40,2025-07-20T00:00:00.000,1.8798979462629979,NutriPlus Chocolates Pack of 12,Snacks & Confectionery,Chocolates,NutriPlus,189.1,130.34,Lahore Convenience Store #16,Lahore,Convenience Store,13.159285623840985,26.31857124768197,56.39693838788994,280.8663103492389,164,68819.52,99844.8,CRITICAL_OVERSTOCK,4,Excess stock (528 units = 281 days supply); stale restock (164 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST02,SKU00371,192,47,13,2025-08-15T00:00:00.000,0.1,CityFresh Oral Care Medium,Personal Care,Oral Care,CityFresh,515.75,373.02,Islamabad Express Store #02,Islamabad,Express Store,0.7000000000000001,1.4000000000000001,3.0,1920.0,138,71619.84,99024.0,CRITICAL_OVERSTOCK,4,Excess stock (192 units = 1920 days supply); stale restock (138 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST19,SKU04741,409,70,15,2025-08-22T00:00:00.000,1.8811942447156045,TrueTaste Storage & Containers 500g,Home & Kitchen,Storage & Containers,TrueTaste,1088.07,868.36,Sialkot Convenience Store #19,Sialkot,Convenience Store,13.168359713009231,26.336719426018462,56.43582734146813,217.415081482897,131,355159.24,445020.62999999995,CRITICAL_OVERSTOCK,4,Excess stock (409 units = 217 days supply); stale restock (131 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST24,SKU04856,276,55,16,2025-05-19T00:00:00.000,1.8749345153197454,HomeStyle Office Supplies 1kg,Stationery & Office,Office Supplies,HomeStyle,245.47,188.93,Gujranwala Convenience Store #24,Gujranwala,Convenience Store,13.124541607238218,26.249083214476435,56.248035459592366,147.2051411635205,226,52144.68,67749.72,CRITICAL_OVERSTOCK,4,Excess stock (276 units = 147 days supply); stale restock (226 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST01,SKU03152,336,67,27,2025-07-02T00:00:00.000,1.8816654718800827,QuickBite Cheese 250ml,Dairy & Bakery,Cheese,QuickBite,87.77,48.46,Quetta Convenience Store #01,Quetta,Convenience Store,13.171658303160578,26.343316606321157,56.44996415640248,178.565215242156,182,16282.56,29490.719999999998,CRITICAL_OVERSTOCK,4,Excess stock (336 units = 179 days supply); stale restock (182 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST27,SKU04107,402,92,43,2025-05-16T00:00:00.000,1.8798979462629979,PremiumSelect Butter & Ghee 2kg,Dairy & Bakery,Butter & Ghee,PremiumSelect,193.61,126.03,Rawalpindi Supermarket #27,Rawalpindi,Supermarket,13.159285623840985,26.31857124768197,56.39693838788994,213.84139537953416,229,50664.06,77831.22,CRITICAL_OVERSTOCK,4,Excess stock (402 units = 214 days supply); stale restock (229 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST18,SKU02567,265,55,15,2025-06-08T00:00:00.000,1.8816654718800827,GreenValley Air Fresheners Family Pack,Home Care,Air Fresheners,GreenValley,372.0,234.63,Karachi Supermarket #18,Karachi,Supermarket,13.171658303160578,26.343316606321157,56.44996415640248,140.83268464039088,206,62176.95,98580.0,CRITICAL_OVERSTOCK,4,Excess stock (265 units = 141 days supply); stale restock (206 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST09,SKU02747,0,90,19,2025-09-14T00:00:00.000,1.9138958677304247,NovaFresh OTC Medicine 250ml,Health & Wellness,OTC Medicine,NovaFresh,561.26,443.77,Karachi Supermarket #09,Karachi,Supermarket,13.397271074112973,26.794542148225947,57.41687603191274,0.0,108,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST09,SKU00532,243,53,17,2025-06-21T00:00:00.000,1.8391607926374551,CleanWave Coffee Large,Beverages,Coffee,CleanWave,94.81,61.5,Karachi Supermarket #09,Karachi,Supermarket,12.874125548462185,25.74825109692437,55.174823779123656,132.12547862741516,193,14944.5,23038.83,CRITICAL_OVERSTOCK,4,Excess stock (243 units = 132 days supply); stale restock (193 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST21,SKU01818,523,98,44,2025-07-20T00:00:00.000,1.8833394475341698,CleanWave Surface Cleaners 2L,Home Care,Surface Cleaners,CleanWave,472.39,301.8,Peshawar Hypermarket #21,Peshawar,Hypermarket,13.18337613273919,26.36675226547838,56.500183426025096,277.69821350301805,164,157841.4,247059.97,CRITICAL_OVERSTOCK,4,Excess stock (523 units = 278 days supply); stale restock (164 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST26,SKU04902,230,46,11,2025-05-21T00:00:00.000,1.8811942447156045,CrispKing Tea 250g,Beverages,Tea,CrispKing,275.17,208.86,Lahore Convenience Store #26,Lahore,Convenience Store,13.168359713009231,26.336719426018462,56.43582734146813,122.26275975810833,224,48037.8,63289.100000000006,CRITICAL_OVERSTOCK,4,Excess stock (230 units = 122 days supply); stale restock (224 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST02,SKU01310,533,92,19,2025-06-20T00:00:00.000,1.9446779039220972,FreshFarm Frozen Meat Pack of 6,Frozen Foods,Frozen Meat,FreshFarm,735.63,477.85,Islamabad Express Store #02,Islamabad,Express Store,13.61274532745468,27.22549065490936,58.34033711766291,274.08137816808954,194,254694.05000000002,392090.79,CRITICAL_OVERSTOCK,4,Excess stock (533 units = 274 days supply); stale restock (194 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST29,SKU04153,501,96,43,2025-07-22T00:00:00.000,1.8833394475341698,DailyBest Tea Large,Beverages,Tea,DailyBest,136.77,75.38,Karachi Hypermarket #29,Karachi,Hypermarket,13.18337613273919,26.36675226547838,56.500183426025096,266.016835497155,162,37765.38,68521.77,CRITICAL_OVERSTOCK,4,Excess stock (501 units = 266 days supply); stale restock (162 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST22,SKU00996,0,66,29,2025-10-12T00:00:00.000,1.8879042010428901,MetroBrand Pest Control 1kg,Home Care,Pest Control,MetroBrand,117.61,76.74,Islamabad Hypermarket #22,Islamabad,Hypermarket,13.215329407300231,26.430658814600463,56.637126031286705,0.0,80,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST25,SKU02462,0,45,13,2025-10-04T00:00:00.000,3.790580045007525,DailyBest Notebooks 2L,Stationery & Office,Notebooks,DailyBest,171.89,130.56,Quetta Convenience Store #25,Quetta,Convenience Store,26.534060315052677,53.068120630105355,113.71740135022576,0.0,88,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (3.8 units/day).,Emergency Expedited Replenishment PO,false,false
ST08,SKU00832,0,55,26,2025-08-31T00:00:00.000,1.886372245837641,ZestyCo Small Appliances 2L,Electronics & Accessories,Small Appliances,ZestyCo,946.53,687.6,Quetta Supermarket #08,Quetta,Supermarket,13.204605720863487,26.409211441726974,56.59116737512923,0.0,122,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST04,SKU01356,349,75,25,2025-09-01T00:00:00.000,1.8833394475341698,TrueTaste Biscuits & Cookies Pack of 12,Snacks & Confectionery,Biscuits & Cookies,TrueTaste,188.2,119.86,Multan Supermarket #04,Multan,Supermarket,13.18337613273919,26.36675226547838,56.500183426025096,185.3091329111918,121,41831.14,65681.8,CRITICAL_OVERSTOCK,4,Excess stock (349 units = 185 days supply); stale restock (121 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST02,SKU04693,120,37,13,2025-05-27T00:00:00.000,1.8745536453031557,MetroBrand Tea Pack of 6,Beverages,Tea,MetroBrand,225.63,130.16,Islamabad Express Store #02,Islamabad,Express Store,13.12187551712209,26.24375103424418,56.23660935909467,64.01523920143316,218,15619.199999999999,27075.6,HIGH_OVERSTOCK,5,Excess inventory (64 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST07,SKU02822,322,59,29,2025-07-03T00:00:00.000,1.8811942447156045,FamilyChoice Rice & Grains Small,Grocery,Rice & Grains,FamilyChoice,332.18,242.81,Peshawar Hypermarket #07,Peshawar,Hypermarket,13.168359713009231,26.336719426018462,56.43582734146813,171.16786366135167,181,78184.82,106961.96,CRITICAL_OVERSTOCK,4,Excess stock (322 units = 171 days supply); stale restock (181 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST17,SKU04035,0,79,27,2025-09-14T00:00:00.000,1.9010793409523141,ValueChoice Sugar & Salt 250g,Grocery,Sugar & Salt,ValueChoice,140.98,90.93,Faisalabad Supermarket #17,Faisalabad,Supermarket,13.307555386666198,26.615110773332397,57.03238022856942,0.0,108,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST22,SKU02164,221,73,33,2025-06-22T00:00:00.000,1.8833394475341698,EverydayPlus Rice & Grains 500g,Grocery,Rice & Grains,EverydayPlus,341.73,262.97,Islamabad Hypermarket #22,Islamabad,Hypermarket,13.18337613273919,26.36675226547838,56.500183426025096,117.34475178617016,192,58116.37,75522.33,HIGH_OVERSTOCK,5,Excess inventory (117 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST08,SKU04215,427,76,23,2025-07-17T00:00:00.000,0.1,SoftTouch Frozen Meat Family Pack,Frozen Foods,Frozen Meat,SoftTouch,508.26,384.81,Quetta Supermarket #08,Quetta,Supermarket,0.7000000000000001,1.4000000000000001,3.0,4270.0,167,164313.87,217027.02,CRITICAL_OVERSTOCK,4,Excess stock (427 units = 4270 days supply); stale restock (167 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST27,SKU04228,83,21,6,2025-08-20T00:00:00.000,1.8816654718800827,UrbanBite Yogurt 250g,Dairy & Bakery,Yogurt,UrbanBite,79.26,62.1,Rawalpindi Supermarket #27,Rawalpindi,Supermarket,13.171658303160578,26.343316606321157,56.44996415640248,44.10985971755639,133,5154.3,6578.580000000001,HIGH_OVERSTOCK,5,Excess inventory (44 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,false
ST21,SKU04154,0,52,13,2025-09-24T00:00:00.000,5.849239973298521,TrueTaste Spices & Seasoning Medium,Grocery,Spices & Seasoning,TrueTaste,351.77,224.67,Peshawar Hypermarket #21,Peshawar,Hypermarket,40.94467981308964,81.88935962617929,175.47719919895562,0.0,98,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (5.8 units/day).,Emergency Expedited Replenishment PO,false,false
ST09,SKU04854,361,63,27,2025-06-22T00:00:00.000,1.8811942447156045,SparkleClean Batteries Pack of 12,Electronics & Accessories,Batteries,SparkleClean,1401.83,1096.57,Karachi Supermarket #09,Karachi,Supermarket,13.168359713009231,26.336719426018462,56.43582734146813,191.89937509859612,192,395861.76999999996,506060.62999999995,CRITICAL_OVERSTOCK,4,Excess stock (361 units = 192 days supply); stale restock (192 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST21,SKU01939,375,100,33,2025-06-23T00:00:00.000,1.8798979462629979,HealthFirst Milk Medium,Dairy & Bakery,Milk,HealthFirst,297.93,222.4,Peshawar Hypermarket #21,Peshawar,Hypermarket,13.159285623840985,26.31857124768197,56.39693838788994,199.47891360031173,191,83400.0,111723.75,CRITICAL_OVERSTOCK,4,Excess stock (375 units = 199 days supply); stale restock (191 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST07,SKU01775,0,25,8,2025-10-01T00:00:00.000,3.712071532291574,CityFresh Hair Care 2L,Personal Care,Hair Care,CityFresh,204.15,146.54,Peshawar Hypermarket #07,Peshawar,Hypermarket,25.984500726041016,51.96900145208203,111.36214596874721,0.0,91,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (3.7 units/day).,Emergency Expedited Replenishment PO,false,false
ST10,SKU04261,94,22,8,2025-05-15T00:00:00.000,0.1,CityFresh Energy Drinks 2kg,Beverages,Energy Drinks,CityFresh,100.41,75.48,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,940.0,230,7095.120000000001,9438.539999999999,CRITICAL_OVERSTOCK,4,Excess stock (94 units = 940 days supply); stale restock (230 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST10,SKU02046,0,95,44,2025-09-12T00:00:00.000,1.9010793409523141,ValueChoice Footwear Pack of 6,Apparel & Footwear,Footwear,ValueChoice,2009.47,1591.88,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,13.307555386666198,26.615110773332397,57.03238022856942,0.0,110,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST10,SKU04032,0,74,21,2025-09-30T00:00:00.000,1.886372245837641,SunriseFoods Hair Care Pack of 12,Personal Care,Hair Care,SunriseFoods,203.7,144.36,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,13.204605720863487,26.409211441726974,56.59116737512923,0.0,92,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST03,SKU03053,0,47,22,2025-09-17T00:00:00.000,1.898749285165154,PremiumSelect Kids Wear Family Pack,Apparel & Footwear,Kids Wear,PremiumSelect,4086.72,3149.1,Sialkot Supermarket #03,Sialkot,Supermarket,13.291244996156077,26.582489992312155,56.96247855495462,0.0,105,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST08,SKU00953,0,37,15,2025-08-09T00:00:00.000,7.517087222243776,CityFresh Writing Instruments 250ml,Stationery & Office,Writing Instruments,CityFresh,273.99,178.24,Quetta Supermarket #08,Quetta,Supermarket,52.61961055570644,105.23922111141287,225.5126166673133,0.0,144,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (7.5 units/day).,Emergency Expedited Replenishment PO,false,false
ST30,SKU04913,0,70,26,2025-08-16T00:00:00.000,1.8590638337521967,TrueTaste OTC Medicine 2kg,Health & Wellness,OTC Medicine,TrueTaste,466.91,344.29,Multan Hypermarket #30,Multan,Hypermarket,13.013446836265377,26.026893672530754,55.771915012565906,0.0,137,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST20,SKU00024,446,87,30,2025-08-27T00:00:00.000,1.8816654718800827,HealthFirst Batteries 500g,Electronics & Accessories,Batteries,HealthFirst,2711.05,1671.96,Multan Hypermarket #20,Multan,Hypermarket,13.171658303160578,26.343316606321157,56.44996415640248,237.0240654702428,126,745694.16,1209128.3,CRITICAL_OVERSTOCK,4,Excess stock (446 units = 237 days supply); stale restock (126 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST18,SKU03627,204,66,27,2025-06-18T00:00:00.000,1.8798979462629979,HealthFirst Ready Meals 1kg,Frozen Foods,Ready Meals,HealthFirst,1083.01,735.55,Karachi Supermarket #18,Karachi,Supermarket,13.159285623840985,26.31857124768197,56.39693838788994,108.51652899856957,196,150052.19999999998,220934.04,HIGH_OVERSTOCK,5,Excess inventory (109 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST09,SKU01592,294,71,29,2025-08-24T00:00:00.000,0.1,QuickBite Small Appliances 500ml,Electronics & Accessories,Small Appliances,QuickBite,1748.08,1076.66,Karachi Supermarket #09,Karachi,Supermarket,0.7000000000000001,1.4000000000000001,3.0,2940.0,129,316538.04000000004,513935.51999999996,CRITICAL_OVERSTOCK,4,Excess stock (294 units = 2940 days supply); stale restock (129 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST19,SKU02768,119,39,11,2025-06-02T00:00:00.000,0.1,MetroBrand Notebooks 100g,Stationery & Office,Notebooks,MetroBrand,216.52,122.94,Sialkot Convenience Store #19,Sialkot,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,1190.0,212,14629.86,25765.88,CRITICAL_OVERSTOCK,4,Excess stock (119 units = 1190 days supply); stale restock (212 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST05,SKU04856,261,80,21,2025-05-17T00:00:00.000,1.8749345153197454,HomeStyle Office Supplies 1kg,Stationery & Office,Office Supplies,HomeStyle,245.47,188.93,Karachi Supermarket #05,Karachi,Supermarket,13.124541607238218,26.249083214476435,56.248035459592366,139.2048617524596,228,49310.73,64067.67,CRITICAL_OVERSTOCK,4,Excess stock (261 units = 139 days supply); stale restock (228 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST18,SKU04795,223,38,12,2025-08-08T00:00:00.000,1.8811942447156045,CleanWave Pulses & Lentils Large,Grocery,Pulses & Lentils,CleanWave,281.26,163.89,Karachi Supermarket #18,Karachi,Supermarket,13.168359713009231,26.336719426018462,56.43582734146813,118.54171924373112,145,36547.469999999994,62720.979999999996,HIGH_OVERSTOCK,5,Excess inventory (119 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST18,SKU02580,143,41,17,2025-07-19T00:00:00.000,1.8240121759778214,FamilyChoice Pest Control 250g,Home Care,Pest Control,FamilyChoice,389.15,297.28,Karachi Supermarket #18,Karachi,Supermarket,12.76808523184475,25.5361704636895,54.720365279334644,78.39859946293406,165,42511.03999999999,55648.45,HIGH_OVERSTOCK,5,Excess inventory (78 days of supply vs 45-day target); exceeds reorder capacity.,Freeze Replenishment & Reallocate Inventory,false,true
ST30,SKU01651,284,70,32,2025-06-29T00:00:00.000,1.8833394475341698,CrispKing Sugar & Salt 500ml,Grocery,Sugar & Salt,CrispKing,107.72,76.21,Multan Hypermarket #30,Multan,Hypermarket,13.18337613273919,26.36675226547838,56.500183426025096,150.79597062114175,185,21643.64,30592.48,CRITICAL_OVERSTOCK,4,Excess stock (284 units = 151 days supply); stale restock (185 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
ST16,SKU03931,311,67,19,2025-08-08T00:00:00.000,0.1,GreenValley Home Decor 500g,Home & Kitchen,Home Decor,GreenValley,1536.0,950.89,Lahore Convenience Store #16,Lahore,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,3110.0,145,295726.79,477696.0,CRITICAL_OVERSTOCK,4,Excess stock (311 units = 3110 days supply); stale restock (145 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,false
ST09,SKU00774,0,93,21,2025-09-27T00:00:00.000,1.8913599473168532,GreenValley Energy Drinks 1kg,Beverages,Energy Drinks,GreenValley,94.61,73.97,Karachi Supermarket #09,Karachi,Supermarket,13.239519631217972,26.479039262435943,56.740798419505595,0.0,95,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,false,false
ST16,SKU03702,0,71,22,2025-09-09T00:00:00.000,1.9008275997575128,HomeStyle Cooking Oil Small,Grocery,Cooking Oil,HomeStyle,473.65,320.92,Lahore Convenience Store #16,Lahore,Convenience Store,13.30579319830259,26.61158639660518,57.024827992725385,0.0,113,0.0,0.0,CRITICAL_STOCKOUT,1,Zero physical stock on hand; active unfulfilled demand (1.9 units/day).,Emergency Expedited Replenishment PO,true,false
ST10,SKU04153,300,61,27,2025-08-06T00:00:00.000,0.1,DailyBest Tea Large,Beverages,Tea,DailyBest,136.77,75.38,Rawalpindi Convenience Store #10,Rawalpindi,Convenience Store,0.7000000000000001,1.4000000000000001,3.0,3000.0,147,22614.0,41031.0,CRITICAL_OVERSTOCK,4,Excess stock (300 units = 3000 days supply); stale restock (147 days ago); stagnant demand.,Execute Clearance Markdown / Flash Promotion,false,true
