date,store_id,sku_id,daily_quantity,daily_net_revenue,daily_gross_revenue,transaction_count,is_promoted,max_discount_pct,channel_instore_txns,channel_online_txns,channel_mobile_txns,year,month,day,day_of_week,day_of_year,quarter,is_weekend,is_month_start,is_month_end,is_q4_holiday_season,is_feb_trough,sin_dow,cos_dow,sin_month,cos_month,sin_doy,cos_doy,city,store_type,store_age_years,category,subcategory,brand,unit_price,cost_price,gross_margin_amount,gross_margin_rate,promo_type,target_type,stock_on_hand,reorder_point,safety_stock,stock_to_reorder_ratio,is_initial_below_safety,is_initial_out_of_stock,lag_1,lag_7,lag_14,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_mean_28,rolling_mean_90,demand_velocity_7_28
2025-09-15,ST01,SKU00030,1,402.34,402.34,1,0,0.0,1,0,0,2025,9,15,1,258,3,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.9626519747161487,-0.2707418984477642,Quetta,Convenience Store,8.48186173853525,Frozen Foods,Frozen Meat,FreshFarm,402.34,283.65,118.69,0.29499925436198243,No_Promotion,None,,,,,,,2,4,3,2,2.142857142857143,1.2149857925879117,2.2142857142857144,2.142857142857143,,0.9999533355110094
2025-10-13,ST01,SKU00030,1,402.34,402.34,1,0,0.0,0,1,0,2025,10,13,1,286,4,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.866025403784439,0.49999999999999933,-0.9785481345802031,0.20601832032517084,Quetta,Convenience Store,8.48186173853525,Frozen Foods,Frozen Meat,FreshFarm,402.34,283.65,118.69,0.29499925436198243,No_Promotion,None,,,,,,,1,3,2,3,1.7142857142857142,0.9511897312113419,2.0714285714285716,2.107142857142857,,0.813520714271187
2025-11-01,ST01,SKU00030,1,402.34,402.34,1,0,0.0,0,1,0,2025,11,1,6,305,4,1,1,0,1,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000012,0.8660254037844379,-0.8605996962501181,0.5092820071573356,Quetta,Convenience Store,8.48186173853525,Frozen Foods,Frozen Meat,FreshFarm,402.34,283.65,118.69,0.29499925436198243,No_Promotion,None,,,,,,,1,1,3,4,1.4285714285714286,0.7867957924694432,2.0,2.0357142857142856,,0.7017199155129221
2025-12-06,ST01,SKU00030,2,804.68,804.68,1,0,0.0,0,1,0,2025,12,6,6,340,4,1,0,0,1,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.42083100859565564,0.9071390534005044,Quetta,Convenience Store,8.48186173853525,Frozen Foods,Frozen Meat,FreshFarm,402.34,283.65,118.69,0.29499925436198243,No_Promotion,None,,,,,,,1,3,5,1,1.4285714285714286,0.7867957924694432,1.8571428571428572,1.9285714285714286,,0.7407023339530543
2022-01-20,ST01,SKU00031,3,454.38,454.38,2,0,0.0,0,2,0,2022,1,20,4,20,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.3373010691361842,0.9413968285264122,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,,,,,,,,,,
2022-01-27,ST01,SKU00031,2,302.92,302.92,1,0,0.0,1,0,0,2022,1,27,4,27,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.44794493940789115,0.8940611451454876,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,3,,,,,,,,,
2022-05-27,ST01,SKU00031,3,454.38,454.38,1,0,0.0,1,0,0,2022,5,27,5,147,2,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,0.5000000000000003,-0.8660254037844385,0.5751899607119779,-0.8180198708443172,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,2,,,,,,,,,
2023-08-07,ST01,SKU00031,3,344.87,454.38,1,1,24.1,1,0,0,2023,8,7,1,219,3,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,-0.5856957398073508,-0.8105309990194823,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,Percentage Discount,Category,,,,,,,3,,,,,,,,,
2023-09-09,ST01,SKU00031,1,132.22,151.46,1,1,12.7,1,0,0,2023,9,9,6,252,3,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.9296339319682695,-0.3684843993077793,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,BOGO,All,,,,,,,3,,,,,,,,,
2023-09-19,ST01,SKU00031,1,151.46,151.46,1,0,0.0,1,0,0,2023,9,19,2,262,3,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,-0.9789888737409319,-0.20391367068311472,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,1,,,,,,,,,
2024-06-03,ST01,SKU00031,4,605.84,605.84,1,0,0.0,0,1,0,2024,6,3,1,155,2,0,1,0,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.4575313760742512,-0.8891934772070711,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,1,,,,,,,,,
2024-06-27,ST01,SKU00031,2,234.46,302.92,1,1,22.6,1,0,0,2024,6,27,4,179,2,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,0.062318379354325076,-0.998056320853012,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,Flat Discount,All,,,,,,,4,3,,,2.4285714285714284,1.1338934190276817,,,,
2024-06-30,ST01,SKU00031,2,234.46,302.92,1,1,22.6,1,0,0,2024,6,30,7,182,2,1,0,1,0,0,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,0.010751307763522374,-0.9999422030204416,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,Flat Discount,All,,,,,,,2,2,,,2.2857142857142856,1.1126972805283735,,,,
2024-07-15,ST01,SKU00031,3,351.69,454.38,1,1,22.6,0,1,0,2024,7,15,1,197,3,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,-0.24477230089725957,-0.9695805901076308,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,Flat Discount,All,,,,,,,2,3,,,2.2857142857142856,1.1126972805283737,,,,
2024-08-22,ST01,SKU00031,1,151.46,151.46,1,0,0.0,1,0,0,2024,8,22,4,235,3,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.7839338166829201,-0.620844401650647,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,3,3,,,2.2857142857142856,1.1126972805283737,,,,
2024-09-26,ST01,SKU00031,1,110.57,151.46,1,1,27.0,1,0,0,2024,9,26,4,270,3,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.9977068927101168,-0.06768276175455162,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,Percentage Discount,All,,,,,,,1,1,,,2.0,1.1547005383792515,,,,
2024-10-05,ST01,SKU00031,2,221.13,302.92,1,1,27.0,1,0,0,2024,10,5,6,279,4,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.866025403784439,0.49999999999999933,-0.9962102997023297,0.0869772313136861,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,Percentage Discount,All,,,,,,,1,1,,,2.0,1.1547005383792515,,,,
2024-11-24,ST01,SKU00031,2,302.92,302.92,1,0,0.0,1,0,0,2024,11,24,7,329,4,1,0,0,1,0,-2.4492935982947064e-16,1.0,-0.5000000000000012,0.8660254037844379,-0.5839514998577005,0.8117885474764608,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,2,4,,,2.142857142857143,1.0690449676496976,,,,
2024-12-05,ST01,SKU00031,1,151.46,151.46,1,0,0.0,1,0,0,2024,12,5,4,340,4,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,-0.42083100859565564,0.9071390534005044,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,2,2,3,,1.8571428571428572,0.6900655593423541,2.142857142857143,,,
2025-03-28,ST01,SKU00031,4,605.84,605.84,1,0,0.0,1,0,0,2025,3,28,5,87,1,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.9972495210773451,0.07411742515094437,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,1,2,2,,1.7142857142857142,0.7559289460184544,2.0,,,
2025-05-21,ST01,SKU00031,1,151.46,151.46,1,0,0.0,1,0,0,2025,5,21,3,141,2,0,0,0,0,0,0.43388373911755823,-0.900968867902419,0.5000000000000003,-0.8660254037844385,0.6564105761979381,-0.7544038410927472,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,4,3,3,,2.0,1.1547005383792515,2.142857142857143,,,
2025-07-20,ST01,SKU00031,4,605.84,605.84,1,0,0.0,1,0,0,2025,7,20,7,201,3,1,0,0,0,0,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,-0.3108569682435036,-0.9504567035349151,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,1,1,3,,1.7142857142857142,1.1126972805283737,2.0,,,
2025-07-27,ST01,SKU00031,4,605.84,605.84,1,0,0.0,0,1,0,2025,7,27,7,208,3,1,0,0,0,0,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,-0.4227806579826773,-0.9062320427107697,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,4,1,1,,2.142857142857143,1.3451854182690985,2.0714285714285716,,,
2025-08-14,ST01,SKU00031,4,605.84,605.84,1,0,0.0,1,0,0,2025,8,14,4,226,3,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.6788204829862355,-0.734304263829602,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,4,2,1,,2.5714285714285716,1.3972762620115438,2.2857142857142856,,,
2025-09-25,ST01,SKU00031,3,454.38,454.38,1,0,0.0,0,1,0,2025,9,25,4,268,3,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.994788305609327,-0.10196189005174576,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,4,2,4,,2.857142857142857,1.4638501094227998,2.5,,,
2025-10-28,ST01,SKU00031,4,605.84,605.84,1,0,0.0,0,1,0,2025,10,28,2,301,4,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.866025403784439,0.49999999999999933,-0.8935790198239952,0.4489059314938798,Quetta,Convenience Store,8.48186173853525,Stationery & Office,Office Supplies,BasicNeeds,151.46,121.13,30.330000000000013,0.20025089132444218,No_Promotion,None,,,,,,,3,1,2,,3.0,1.4142135623730951,2.4285714285714284,,,
2022-01-17,ST01,SKU00032,1,51.91,51.91,1,0,0.0,1,0,0,2022,1,17,1,17,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.2882906407095177,0.9575429528116719,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,,,,,,,,,,
2022-02-20,ST01,SKU00032,2,103.82,103.82,1,0,0.0,1,0,0,2022,2,20,7,51,1,1,0,0,0,1,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,0.7690308592589181,0.6392116531380588,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,1,,,,,,,,,
2022-05-28,ST01,SKU00032,2,59.39,103.82,1,1,42.8,1,0,0,2022,5,28,6,148,2,1,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.5000000000000003,-0.8660254037844385,0.5610336262283677,-0.8277930117131022,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,Percentage Discount,All,359,81,30,4.432093293711983,0,0,2,,,,,,,,,
2022-09-06,ST01,SKU00032,4,188.95,207.64,1,1,9.0,0,1,0,2022,9,6,2,249,3,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,-0.9093882203647925,-0.4159483918249421,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,Bundle Offer,All,359,81,30,4.432093293711983,0,0,2,,,,,,,,,
2022-09-09,ST01,SKU00032,1,51.91,51.91,1,0,0.0,0,1,0,2022,9,9,5,252,3,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.9296339319682695,-0.3684843993077793,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,4,,,,,,,,,
2022-09-26,ST01,SKU00032,4,207.64,207.64,1,0,0.0,0,1,0,2022,9,26,1,269,3,0,0,0,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.9963950238187231,-0.08483487790576538,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,1,,,,,,,,,
2023-02-13,ST01,SKU00032,2,103.82,103.82,1,0,0.0,0,1,0,2023,2,13,1,44,1,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0.6866759803451553,0.726963615332308,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,4,,,,,,,,,
2023-09-08,ST01,SKU00032,1,45.32,51.91,1,1,12.7,1,0,0,2023,9,8,5,251,3,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.9231578729647039,-0.38442104726885545,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,BOGO,All,359,81,30,4.432093293711983,0,0,2,1,,,2.2857142857142856,1.2535663410560174,,,,
2023-11-29,ST01,SKU00032,3,155.73,155.73,1,0,0.0,0,0,1,2023,11,29,3,333,4,0,0,1,1,0,0.43388373911755823,-0.900968867902419,-0.5000000000000012,0.8660254037844379,-0.5267547528105542,0.8500173118187018,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,1,2,,,2.2857142857142856,1.2535663410560176,,,,
2023-12-11,ST01,SKU00032,1,51.91,51.91,1,0,0.0,1,0,0,2023,12,11,1,345,4,0,0,0,1,0,0.7818314824680298,0.6234898018587336,-2.4492935982947064e-16,1.0,-0.34134651424503615,0.9399375283564133,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,3,2,,,2.4285714285714284,1.2724180205607036,,,,
2024-06-08,ST01,SKU00032,1,51.91,51.91,1,0,0.0,1,0,0,2024,6,8,6,160,2,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,0.37945284372454435,-0.925211078289358,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,1,4,,,2.2857142857142856,1.3801311186847085,,,,
2024-08-23,ST01,SKU00032,3,155.73,155.73,1,0,0.0,1,0,0,2024,8,23,5,236,3,0,0,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.7944973291665992,-0.6072676460566135,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,1,1,,,1.8571428571428572,1.2149857925879117,,,,
2024-08-25,ST01,SKU00032,3,155.73,155.73,1,0,0.0,1,0,0,2024,8,25,7,238,3,1,0,0,0,0,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,-0.8149159841660791,-0.5795791048257612,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,3,4,,,2.142857142857143,1.2149857925879117,,,,
2024-10-05,ST01,SKU00032,1,37.89,51.91,1,1,27.0,1,0,0,2024,10,5,6,279,4,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.866025403784439,0.49999999999999933,-0.9962102997023297,0.0869772313136861,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,Percentage Discount,All,359,81,30,4.432093293711983,0,0,3,2,,,2.0,1.0,,,,
2024-10-22,ST01,SKU00032,1,51.91,51.91,1,0,0.0,0,1,0,2024,10,22,2,296,4,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.866025403784439,0.49999999999999933,-0.9288394302558068,0.3704825404820963,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,1,1,1,,1.8571428571428572,1.0690449676496976,2.0714285714285716,,,
2024-12-21,ST01,SKU00032,4,207.64,207.64,1,0,0.0,1,0,0,2024,12,21,6,356,4,1,0,0,1,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0,-0.1584517749608372,0.9873667175937014,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,1,3,2,,1.8571428571428572,1.0690449676496976,2.0714285714285716,,,
2025-07-10,ST01,SKU00032,1,51.91,51.91,1,0,0.0,0,1,0,2025,7,10,4,191,3,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,-0.1435724234118113,-0.9896398128792412,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,4,1,2,,2.0,1.2909944487358056,2.2142857142857144,,,
2025-08-21,ST01,SKU00032,2,103.82,103.82,1,0,0.0,1,0,0,2025,8,21,4,233,3,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.7621140503891487,-0.6474427960827475,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,1,1,4,,2.0,1.2909944487358056,2.142857142857143,,,
2025-10-14,ST01,SKU00032,3,155.73,155.73,1,0,0.0,1,0,0,2025,10,14,2,287,4,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,-0.866025403784439,0.49999999999999933,-0.9748595108374125,0.22282040779479959,Quetta,Convenience Store,8.48186173853525,Beverages,Coffee,PrimeCare,51.91,30.84,21.069999999999997,0.4058948179541514,No_Promotion,None,359,81,30,4.432093293711983,0,0,2,3,1,,2.142857142857143,1.2149857925879117,2.0,,,
2022-01-02,ST01,SKU00033,1,164.5,164.5,1,0,0.0,0,1,0,2022,1,2,7,2,1,1,1,0,0,0,-2.4492935982947064e-16,1.0,0.49999999999999994,0.8660254037844387,0.03439806061360801,0.9994082116062598,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,,,,,,,,,,
2022-01-17,ST01,SKU00033,2,329.0,329.0,1,0,0.0,0,1,0,2022,1,17,1,17,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.2882906407095177,0.9575429528116719,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,1,,,,,,,,,
2022-03-21,ST01,SKU00033,2,329.0,329.0,1,0,0.0,0,1,0,2022,3,21,1,80,1,0,0,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,0.981124629771712,0.19337647441020586,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,2,,,,,,,,,
2022-05-28,ST01,SKU00033,3,282.28,493.5,1,1,42.8,1,0,0,2022,5,28,6,148,2,1,0,1,0,0,-0.7818314824680299,0.6234898018587334,0.5000000000000003,-0.8660254037844385,0.5610336262283677,-0.8277930117131022,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,Percentage Discount,All,,,,,,,2,,,,,,,,,
2022-06-20,ST01,SKU00033,2,329.0,329.0,1,0,0.0,0,1,0,2022,6,20,1,171,2,0,0,0,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,0.19864794288017112,-0.9800709131432666,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,3,,,,,,,,,
2022-08-13,ST01,SKU00033,1,164.5,164.5,1,0,0.0,0,1,0,2022,8,13,6,225,3,1,0,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.666088855860977,-0.7458723993404063,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,2,,,,,,,,,
2022-08-31,ST01,SKU00033,1,149.7,164.5,1,1,9.0,0,1,0,2022,8,31,3,243,3,0,0,1,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.8616928164028522,-0.5074302810827518,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,Bundle Offer,All,,,,,,,1,,,,,,,,,
2022-10-26,ST01,SKU00033,1,164.5,164.5,1,0,0.0,1,0,0,2022,10,26,3,299,4,0,0,0,0,0,0.43388373911755823,-0.900968867902419,-0.866025403784439,0.49999999999999933,-0.9084917035725082,0.41790288888678667,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,1,1,,,1.7142857142857142,0.7559289460184544,,,,
2022-11-03,ST01,SKU00033,1,164.5,164.5,1,0,0.0,1,0,0,2022,11,3,4,307,4,0,1,0,1,0,-0.433883739117558,-0.9009688679024191,-0.5000000000000012,0.8660254037844379,-0.8425720899866032,0.5385835804920232,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,1,2,,,1.7142857142857142,0.7559289460184544,,,,
2023-03-14,ST01,SKU00033,3,458.96,493.5,1,1,7.0,1,0,0,2023,3,14,2,73,1,0,0,0,0,0,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9507903724625832,0.3098349038318025,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,Bundle Offer,All,,,,,,,1,2,,,1.5714285714285714,0.7867957924694431,,,,
2023-05-03,ST01,SKU00033,1,164.5,164.5,1,0,0.0,0,1,0,2023,5,3,3,123,2,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0.5000000000000003,-0.8660254037844385,0.8550745085896932,-0.518505144391157,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,3,3,,,1.7142857142857142,0.9511897312113419,,,,
2024-01-11,ST01,SKU00033,3,493.5,493.5,1,0,0.0,1,0,0,2024,1,11,4,11,1,0,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.18809941761179758,0.9821499931752291,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,1,2,,,1.4285714285714286,0.7867957924694432,,,,
2024-02-14,ST01,SKU00033,1,164.5,164.5,1,0,0.0,1,0,0,2024,2,14,3,45,1,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0.6990793005655562,0.7150441465537444,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,No_Promotion,None,,,,,,,3,1,,,1.5714285714285714,0.9759000729485332,,,,
2024-06-30,ST01,SKU00033,1,127.32,164.5,1,1,22.6,1,0,0,2024,6,30,7,182,2,1,0,1,0,0,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,0.010751307763522374,-0.9999422030204416,Quetta,Convenience Store,8.48186173853525,Home Care,Air Fresheners,NovaFresh,164.5,112.21,52.290000000000006,0.317872340425532,Flat Discount,All,,,,,,,1,1,,,1.5714285714285714,0.9759000729485332,,,,
